Chrom	Start	End	CN	Stage1Status	Stage1KeptSubtype	FailReason	FailDetails	UnfilteredGainsMatchCount	UnfilteredGainsMatches
chr1	21381460	21541491	1.3719681595220212	FILTERED	-	CN < Threshold	CN=1.37 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	21541491	21566495	1.6308792848986786	FILTERED	-	CN < Threshold	CN=1.63 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	21566495	22001578	1.7652322376940726	FILTERED	-	CN < Threshold	CN=1.77 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	22001578	22141605	1.4145900316000923	FILTERED	-	CN < Threshold	CN=1.41 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	22141605	22291634	1.7280272881429146	FILTERED	-	CN < Threshold	CN=1.73 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	22291634	22431661	1.3991930225444724	FILTERED	-	CN < Threshold	CN=1.40 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	22431661	23256818	1.9415902918540524	FILTERED	-	CN < Threshold	CN=1.94 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	23256818	23981956	1.5382692002807894	FILTERED	-	CN < Threshold	CN=1.54 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	23981956	24257009	1.3886057013559043	FILTERED	-	CN < Threshold	CN=1.39 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	24257009	24362029	0.5435482454702012	FILTERED	-	CN < Threshold	CN=0.54 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	24362029	24797112	1.7837222681044267	FILTERED	-	CN < Threshold	CN=1.78 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	24797112	25177184	1.4373914403853005	FILTERED	-	CN < Threshold	CN=1.44 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	25177184	26702476	1.7440881996912767	FILTERED	-	CN < Threshold	CN=1.74 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	26702476	26912516	1.4514461020793317	FILTERED	-	CN < Threshold	CN=1.45 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	26912516	27027538	1.2533462245408649	FILTERED	-	CN < Threshold	CN=1.25 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	27027538	27622651	1.4511815308970226	FILTERED	-	CN < Threshold	CN=1.45 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	27622651	27767679	1.6436897352996902	FILTERED	-	CN < Threshold	CN=1.64 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	27767679	27842693	1.3780201653779092	FILTERED	-	CN < Threshold	CN=1.38 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	27842693	27977719	1.7878032811658744	FILTERED	-	CN < Threshold	CN=1.79 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	27977719	28627843	1.4433528178506818	FILTERED	-	CN < Threshold	CN=1.44 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	28627843	28707858	1.1194747591155978	FILTERED	-	CN < Threshold	CN=1.12 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	28707858	29082930	1.4655173013023512	FILTERED	-	CN < Threshold	CN=1.47 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	29082930	29608030	1.6728684499168978	FILTERED	-	CN < Threshold	CN=1.67 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	29608030	29653039	1.8957315735029283	FILTERED	-	CN < Threshold	CN=1.90 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	29653039	31243095	2.192668935102822	FILTERED	-	CN < Threshold	CN=2.19 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	31243095	31373097	1.9239401228000141	FILTERED	-	CN < Threshold	CN=1.92 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	31373097	31498098	1.5638444282350803	FILTERED	-	CN < Threshold	CN=1.56 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	31498098	31653100	1.2752260449114026	FILTERED	-	CN < Threshold	CN=1.28 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	31653100	31828102	1.5133167631747555	FILTERED	-	CN < Threshold	CN=1.51 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	31828102	32078104	1.9754495465328041	FILTERED	-	CN < Threshold	CN=1.98 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	32078104	32268106	2.275792463730251	FILTERED	-	CN < Threshold	CN=2.28 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	32268106	32958114	1.5925117310900414	FILTERED	-	CN < Threshold	CN=1.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	32958114	33143116	1.3731050464595311	FILTERED	-	CN < Threshold	CN=1.37 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	33143116	33458120	1.663686958913688	FILTERED	-	CN < Threshold	CN=1.66 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	33458120	33898125	2.049704165372918	FILTERED	-	CN < Threshold	CN=2.05 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	33898125	35263140	2.325627441616016	FILTERED	-	CN < Threshold	CN=2.33 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	35263140	35393141	2.031416972006794	FILTERED	-	CN < Threshold	CN=2.03 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	35393141	35878147	1.522427999423872	FILTERED	-	CN < Threshold	CN=1.52 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	35878147	36183150	1.782873075833871	FILTERED	-	CN < Threshold	CN=1.78 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	36183150	36793157	1.5669650479143298	FILTERED	-	CN < Threshold	CN=1.57 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	36793157	36918158	1.79719630397276	FILTERED	-	CN < Threshold	CN=1.80 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	36918158	37018160	1.982424606633151	FILTERED	-	CN < Threshold	CN=1.98 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	37018160	37788168	2.4277367627737534	FILTERED	-	CN < Threshold	CN=2.43 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	37788168	37883169	2.150715954037582	FILTERED	-	CN < Threshold	CN=2.15 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	37883169	38513176	1.8042396765329884	FILTERED	-	CN < Threshold	CN=1.80 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	38513176	39688189	2.2062159309116605	FILTERED	-	CN < Threshold	CN=2.21 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	39688189	40253196	1.8149426984124712	FILTERED	-	CN < Threshold	CN=1.81 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	40253196	41083205	1.6469285878482167	FILTERED	-	CN < Threshold	CN=1.65 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	41083205	41203206	1.8994629871678987	FILTERED	-	CN < Threshold	CN=1.90 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	41203206	41743212	1.9672872151118663	FILTERED	-	CN < Threshold	CN=1.97 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	41743212	41808213	2.294843865174119	FILTERED	-	CN < Threshold	CN=2.29 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	41808213	42338219	2.6523441834277484	FILTERED	-	CN < Threshold	CN=2.65 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	42338219	42448220	2.3190388674845446	FILTERED	-	CN < Threshold	CN=2.32 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	42448220	42678223	2.200577223151388	FILTERED	-	CN < Threshold	CN=2.20 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	42678223	43878236	1.9270519971109195	FILTERED	-	CN < Threshold	CN=1.93 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	43878236	43998237	2.3262271837174273	FILTERED	-	CN < Threshold	CN=2.33 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	43998237	44088238	2.813570278368098	FILTERED	-	CN < Threshold	CN=2.81 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	44088238	44453242	2.287519433836255	FILTERED	-	CN < Threshold	CN=2.29 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	44453242	44528243	2.019614163333709	FILTERED	-	CN < Threshold	CN=2.02 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	44528243	44673245	1.6704757042901217	FILTERED	-	CN < Threshold	CN=1.67 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	44673245	44843247	2.2249362502430117	FILTERED	-	CN < Threshold	CN=2.22 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	44843247	44998249	1.8205621600088837	FILTERED	-	CN < Threshold	CN=1.82 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	44998249	45123250	2.092351740267991	FILTERED	-	CN < Threshold	CN=2.09 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	45123250	45853258	1.6848591607906425	FILTERED	-	CN < Threshold	CN=1.68 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	45853258	46313263	1.5351525232888723	FILTERED	-	CN < Threshold	CN=1.54 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	46313263	46463265	1.6885372426370975	FILTERED	-	CN < Threshold	CN=1.69 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	46463265	46508265	2.1235384041021623	FILTERED	-	CN < Threshold	CN=2.12 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	46508265	46868269	1.6922538510419154	FILTERED	-	CN < Threshold	CN=1.69 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	46868269	47718279	2.168995409998717	FILTERED	-	CN < Threshold	CN=2.17 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	47718279	47843280	1.5488151824620113	FILTERED	-	CN < Threshold	CN=1.55 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	47843280	47978282	2.0364552327107264	FILTERED	-	CN < Threshold	CN=2.04 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	47978282	48573288	2.438959835162458	FILTERED	-	CN < Threshold	CN=2.44 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	48573288	48843291	2.2435277053775593	FILTERED	-	CN < Threshold	CN=2.24 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	48843291	48993293	1.9947833274337774	FILTERED	-	CN < Threshold	CN=1.99 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	48993293	49603300	2.298696503732914	FILTERED	-	CN < Threshold	CN=2.30 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	49603300	50843314	2.147793065569258	FILTERED	-	CN < Threshold	CN=2.15 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	50843314	51038316	1.8774571748882425	FILTERED	-	CN < Threshold	CN=1.88 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	51038316	52498332	1.7281925893081667	FILTERED	-	CN < Threshold	CN=1.73 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	52498332	53153340	1.587366209436078	FILTERED	-	CN < Threshold	CN=1.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	53153340	53358342	1.3956304694944872	FILTERED	-	CN < Threshold	CN=1.40 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	53358342	53503343	1.613356205871637	FILTERED	-	CN < Threshold	CN=1.61 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	53503343	54203351	2.2246740902800344	FILTERED	-	CN < Threshold	CN=2.22 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	54203351	54553355	1.7968687090656519	FILTERED	-	CN < Threshold	CN=1.80 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	54553355	54843358	2.077972123113876	FILTERED	-	CN < Threshold	CN=2.08 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	54843358	55203362	1.8008337497924984	FILTERED	-	CN < Threshold	CN=1.80 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	55203362	55598367	2.2020084421864476	FILTERED	-	CN < Threshold	CN=2.20 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	55598367	55748369	1.9451889483541702	FILTERED	-	CN < Threshold	CN=1.95 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	55748369	56343375	2.325048804857537	FILTERED	-	CN < Threshold	CN=2.33 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	56343375	57018383	2.16745193368956	FILTERED	-	CN < Threshold	CN=2.17 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	57018383	57183385	1.8972147633013234	FILTERED	-	CN < Threshold	CN=1.90 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	57183385	61488433	2.222286772960646	FILTERED	-	CN < Threshold	CN=2.22 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	61488433	62078439	1.973191393728314	FILTERED	-	CN < Threshold	CN=1.97 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	62078439	62693446	1.5934756794109501	FILTERED	-	CN < Threshold	CN=1.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	62693446	63133451	1.8107608250319838	FILTERED	-	CN < Threshold	CN=1.81 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	63133451	63343453	2.1322504437782697	FILTERED	-	CN < Threshold	CN=2.13 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	63343453	63643457	2.4521903978858983	FILTERED	-	CN < Threshold	CN=2.45 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	63643457	63978460	2.004447373195842	FILTERED	-	CN < Threshold	CN=2.00 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	63978460	64043461	1.671038531449426	FILTERED	-	CN < Threshold	CN=1.67 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	64043461	64113462	1.980206108334225	FILTERED	-	CN < Threshold	CN=1.98 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	64113462	64513466	2.1985708121466554	FILTERED	-	CN < Threshold	CN=2.20 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	64513466	65403476	2.0324871060821352	FILTERED	-	CN < Threshold	CN=2.03 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	65403476	65803481	1.7671824544319643	FILTERED	-	CN < Threshold	CN=1.77 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	65803481	67198496	2.1455209672635567	FILTERED	-	CN < Threshold	CN=2.15 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	67198496	68013505	1.8301031939676655	FILTERED	-	CN < Threshold	CN=1.83 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	68013505	68683513	2.1388657028091296	FILTERED	-	CN < Threshold	CN=2.14 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	68683513	68903515	1.9072006068998575	FILTERED	-	CN < Threshold	CN=1.91 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	68903515	70608534	2.078078567004382	FILTERED	-	CN < Threshold	CN=2.08 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	70608534	70728536	1.7330664836239658	FILTERED	-	CN < Threshold	CN=1.73 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	70728536	70818537	1.4374930690079564	FILTERED	-	CN < Threshold	CN=1.44 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	70818537	70923538	1.6905902093163219	FILTERED	-	CN < Threshold	CN=1.69 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	70923538	72768558	2.0286345597801754	FILTERED	-	CN < Threshold	CN=2.03 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	72768558	72808559	0.0002611923023480937	FILTERED	-	CN < Threshold	CN=0.00 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	72808559	76168596	2.076951316538811	FILTERED	-	CN < Threshold	CN=2.08 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	76168596	76473600	1.892390600346687	FILTERED	-	CN < Threshold	CN=1.89 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	76473600	77533612	2.2210070925723726	FILTERED	-	CN < Threshold	CN=2.22 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	77533612	78033617	2.009795413242644	FILTERED	-	CN < Threshold	CN=2.01 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	78033617	78548623	1.606857507786818	FILTERED	-	CN < Threshold	CN=1.61 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	78548623	78643624	1.9604159639744885	FILTERED	-	CN < Threshold	CN=1.96 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	78643624	79383632	2.1782944758067857	FILTERED	-	CN < Threshold	CN=2.18 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr1	79383632	82098663	2.040773258978815	FILTERED	-	CN < Threshold	CN=2.04 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
